skills,interests,strengths,weaknesses,personality_work_type,personality_work_style,personality_env_pref,personality_stress_handling,learning_formats,learning_pace,mode_preference,preferred_work_environment,salary_expectation,target_recommended_career
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Wireframing""]","[""AI"", ""Research"", ""Robotics"", ""Game Development"", ""Education & Teaching""]","[""Resourcefulness"", ""Critical Thinking"", ""Collaboration"", ""Resilience"", ""Decision Making""]","[""Slow Decision Making"", ""Difficulty Delegating"", ""Easily Distracted""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Peer learning / Study groups"", ""Project-based""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open"", ""Office Workspace""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""CSS"", ""Node.js""]","[""AI"", ""Research"", ""Robotics"", ""Finance & Markets""]","[""Collaboration"", ""Self-Management"", ""Communication"", ""Work Ethics"", ""Coding"", ""Motivation"", ""Programming""]","[""Inconsistent Focus"", ""Fear of Failure"", ""Public Speaking""]",Individual contributor,Big-picture / strategic,Remote-friendly,Thrives in high pressure,"[""Hands-on labs"", ""Webinars"", ""Text / Articles""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open"", ""Leadership-heavy"", ""Flexible / Hybrid""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Data Analysis""]","[""AI"", ""Research"", ""Robotics""]","[""Resilience"", ""Discipline"", ""Critical Thinking"", ""Teamwork"", ""Self-Management"", ""Confidence"", ""Goal Orientation""]","[""Difficulty Delegating"", ""Avoiding Conflict"", ""Perfectionism""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Text / Articles"", ""Workshops"", ""One-on-one tutoring""]",Intensive / bootcamp,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Flask"", ""Statistics"", ""iOS Development""]","[""AI"", ""Research"", ""Robotics"", ""Finance & Markets"", ""Product Design""]","[""Work Ethics"", ""Goal Orientation"", ""Discipline"", ""Programming"", ""Presentation Skills""]","[""Detail Overload""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Workshops"", ""Text / Articles""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open"", ""Structured / Process-driven"", ""Leadership-heavy""]",Below 3 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Wireframing"", ""Linux"", ""Node.js""]","[""AI"", ""Research"", ""Robotics"", ""Finance & Markets""]","[""Adaptability"", ""Coding"", ""Programming"", ""Technical Ability""]","[""Impatience"", ""Self-Doubt"", ""Taking on Too Much Work""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""Interactive quizzes"", ""Peer learning / Study groups""]",Intensive / bootcamp,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""PostgreSQL"", ""Power BI""]","[""AI"", ""Research"", ""Robotics"", ""Web Development"", ""Education & Teaching""]","[""Leadership"", ""Active Listening"", ""Self-Management"", ""Technical Ability""]","[""Inconsistent Focus""]",Individual contributor,Big-picture / strategic,Remote-friendly,Thrives in high pressure,"[""Interactive quizzes"", ""Hands-on labs"", ""Text / Articles""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",3–6 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""React Native"", ""NumPy"", ""CI/CD""]","[""AI"", ""Research"", ""Robotics"", ""Product Management""]","[""Decision Making"", ""Innovation"", ""Open-Mindedness""]","[""Lack of Assertiveness"", ""Social Anxiety"", ""Low Risk-Taking"", ""Underestimating Tasks""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Bootcamps""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open""]",20+ LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Node.js"", ""Flutter"", ""Java""]","[""AI"", ""Research"", ""Robotics""]","[""Multi-tasking"", ""Motivation"", ""Goal Orientation"", ""Resourcefulness"", ""Discipline""]","[""Low Risk-Taking"", ""Fear of Failure"", ""Avoiding Conflict"", ""Stress Management""]",Individual contributor,Big-picture / strategic,Remote-friendly,Thrives in high pressure,"[""Webinars"", ""Hands-on labs"", ""Workshops""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics""]","[""Attention to Detail"", ""Resourcefulness"", ""Decision Making"", ""Creativity""]","[""Inconsistent Focus"", ""Time Estimation Issues"", ""Procrastination""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""Video lectures""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Tableau"", ""Pandas"", ""UI/UX Design""]","[""AI"", ""Research"", ""Robotics"", ""Business & Analytics"", ""IoT""]","[""Active Listening"", ""Motivation"", ""Decision Making"", ""Resilience"", ""Time Management""]","[""Difficulty Prioritizing""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Peer learning / Study groups""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open""]",20+ LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Cybersecurity"", ""C++"", ""iOS Development""]","[""AI"", ""Research"", ""Robotics""]","[""Patience"", ""Resourcefulness"", ""Multi-tasking"", ""Creativity""]","[""Taking on Too Much Work"", ""Inconsistent Focus""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""Peer learning / Study groups"", ""Project-based"", ""One-on-one tutoring""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Independent Work""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics"", ""Business & Analytics""]","[""Presentation Skills"", ""Attention to Detail"", ""Resourcefulness"", ""Technical Ability""]","[""Taking on Too Much Work""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""Workshops"", ""Video lectures"", ""Text / Articles"", ""One-on-one tutoring""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open"", ""Fully Remote""]",20+ LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Azure"", ""Networking"", ""Data Analysis""]","[""AI"", ""Research"", ""Robotics"", ""Data Science"", ""Business & Analytics""]","[""Confidence"", ""Creativity"", ""Resourcefulness"", ""Critical Thinking""]","[""Lack of Assertiveness"", ""Avoiding Conflict"", ""Emotional Overreaction""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Text / Articles"", ""Bootcamps"", ""Interactive quizzes""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""SQL"", ""GCP""]","[""AI"", ""Research"", ""Robotics""]","[""Goal Orientation"", ""Innovation"", ""Programming""]","[""Detail Overload""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Interactive quizzes""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Product Management"", ""Android Development"", ""Excel""]","[""AI"", ""Research"", ""Robotics"", ""Product Management"", ""Social Impact""]","[""Conflict Resolution"", ""Patience"", ""Strategic Planning"", ""Open-Mindedness"", ""Work Ethics""]","[""Difficulty Delegating"", ""Emotional Overreaction""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""One-on-one tutoring""]",Intensive / bootcamp,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open"", ""Structured / Process-driven"", ""Office Workspace""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Pandas""]","[""AI"", ""Research"", ""Robotics""]","[""Coding"", ""Collaboration"", ""Problem Solving"", ""Presentation Skills""]","[""Overthinking"", ""Low Risk-Taking"", ""Fear of Failure"", ""Perfectionism""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Hands-on labs""]",Intensive / bootcamp,Online only,"[""Quiet & Focused"", ""Creative / Open""]",20+ LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics"", ""Education & Teaching""]","[""Attention to Detail"", ""Goal Orientation"", ""Collaboration"", ""Technical Ability"", ""Presentation Skills""]","[""Lack of Assertiveness"", ""Self-Doubt"", ""Fear of Failure""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Webinars"", ""One-on-one tutoring""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics""]","[""Critical Thinking"", ""Active Listening"", ""Resilience"", ""Resourcefulness"", ""Creativity""]","[""Easily Distracted"", ""Social Anxiety"", ""Perfectionism""]",Individual contributor,Big-picture / strategic,Remote-friendly,Thrives in high pressure,"[""Bootcamps""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Independent Work""]",3–6 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""CI/CD"", ""SQL""]","[""AI"", ""Research"", ""Robotics"", ""Data Science""]","[""Confidence"", ""Resourcefulness"", ""Active Listening"", ""Work Ethics""]","[""Introversion in Groups"", ""Time Estimation Issues"", ""Underestimating Tasks""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Bootcamps"", ""Hands-on labs"", ""Peer learning / Study groups""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Flexible / Hybrid"", ""Independent Work""]",20+ LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""GCP""]","[""AI"", ""Research"", ""Robotics"", ""Web Development"", ""Game Development""]","[""Discipline"", ""Programming"", ""Resilience"", ""Attention to Detail""]","[""Stress Management""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Peer learning / Study groups""]",Relaxed / self-paced,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""NumPy"", ""iOS Development""]","[""AI"", ""Research"", ""Robotics""]","[""Presentation Skills"", ""Problem Solving"", ""Conflict Resolution""]","[""Self-Doubt"", ""Time Estimation Issues"", ""Taking on Too Much Work"", ""Low Risk-Taking""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Video lectures""]",Moderate schedule,Hybrid (both),"[""Quiet & Focused"", ""Creative / Open"", ""Fast-paced"", ""Independent Work""]",3–6 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""CI/CD""]","[""AI"", ""Research"", ""Robotics"", ""Startups & Entrepreneurship""]","[""Goal Orientation"", ""Confidence"", ""Problem Solving"", ""Active Listening"", ""Work Ethics""]","[""Easily Distracted"", ""Inconsistent Focus"", ""Difficulty Delegating"", ""Overthinking""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""Bootcamps""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Fast-paced"", ""Office Workspace""]",3–6 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""TypeScript"", ""React""]","[""AI"", ""Research"", ""Robotics"", ""DevOps""]","[""Patience"", ""Open-Mindedness"", ""Strategic Planning"", ""Collaboration"", ""Multi-tasking"", ""Presentation Skills"", ""Active Listening""]","[""Overcommitting""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Peer learning / Study groups"", ""Project-based"", ""Text / Articles"", ""Bootcamps""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""CI/CD"", ""Tableau""]","[""AI"", ""Research"", ""Robotics"", ""Finance & Markets"", ""Product Management""]","[""Organizational Skills"", ""Creativity"", ""Problem Solving"", ""Self-Management""]","[""Time Estimation Issues"", ""Lack of Assertiveness"", ""Perfectionism""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Bootcamps""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics"", ""Product Management""]","[""Multi-tasking"", ""Work Ethics"", ""Programming"", ""Collaboration"", ""Creativity""]","[""Stress Management"", ""Detail Overload"", ""Perfectionism""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Text / Articles""]",Intensive / bootcamp,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open"", ""Structured / Process-driven""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics""]","[""Teamwork"", ""Conflict Resolution"", ""Resilience"", ""Motivation"", ""Presentation Skills""]","[""Overthinking"", ""Difficulty Delegating""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Interactive quizzes""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Creative / Open""]",Below 3 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing""]","[""AI"", ""Research"", ""Robotics"", ""Finance & Markets"", ""Startups & Entrepreneurship""]","[""Motivation"", ""Adaptability"", ""Multi-tasking"", ""Patience"", ""Teamwork""]","[""Lack of Assertiveness""]",Individual contributor,Big-picture / strategic,Dynamic environment,Thrives in high pressure,"[""Workshops"", ""One-on-one tutoring"", ""Text / Articles""]",Moderate schedule,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Collaborative""]",Below 3 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Linux"", ""Statistics""]","[""AI"", ""Research"", ""Robotics"", ""DevOps""]","[""Attention to Detail"", ""Creativity"", ""Confidence""]","[""Overcommitting"", ""Difficulty Prioritizing""]",Individual contributor,Big-picture / strategic,Low-noise environment,Thrives in high pressure,"[""Text / Articles""]",Relaxed / self-paced,Online only,"[""Quiet & Focused"", ""Creative / Open"", ""Independent Work"", ""Flexible / Hybrid""]",6–10 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""Statistics"", ""Docker"", ""Django""]","[""AI"", ""Research"", ""Robotics"", ""Mobile Development""]","[""Attention to Detail"", ""Technical Ability"", ""Quick Learning"", ""Collaboration""]","[""Self-Doubt""]",Individual contributor,Big-picture / strategic,Office-based,Thrives in high pressure,"[""One-on-one tutoring""]",Relaxed / self-paced,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open""]",10–20 LPA,AI Engineer
"[""Python"", ""Machine Learning"", ""Deep Learning"", ""TensorFlow"", ""PyTorch"", ""Cloud Computing"", ""MongoDB""]","[""AI"", ""Research"", ""Robotics"", ""IoT""]","[""Innovation"", ""Active Listening"", ""Coding"", ""Problem Solving"", ""Adaptability"", ""Resilience"", ""Teamwork""]","[""Difficulty Delegating"", ""Detail Overload"", ""Procrastination"", ""Lack of Assertiveness""]",Individual contributor,Big-picture / strategic,Remote-friendly,Thrives in high pressure,"[""Bootcamps""]",Moderate schedule,Offline (classroom),"[""Quiet & Focused"", ""Creative / Open"", ""Fast-paced"", ""Fully Remote""]",20+ LPA,AI Engineer
